date;SP500;NASDAQ
2023-03-23-10-02;3979.99;12789.52
2023-03-23-10-03;3978.55;12783.13
2023-03-23-10-04;3978.78;12781.55
2023-03-23-10-05;3974.77;12766.14
2023-03-23-10-06;3977.27;12777.42
2023-03-23-10-07;3978.36;12777.16
2023-03-23-10-08;3977.53;12779.67
2023-03-23-10-09;3978.06;12784.14
2023-03-23-10-10;3979.47;12786.30
2023-03-23-10-11;3984.63;12803.97
2023-03-23-10-12;3984.05;12805.81
2023-03-23-10-13;3981.68;12798.28
2023-03-23-10-14;3982.44;12798.74
2023-03-23-10-15;3982.23;12799.11
2023-03-23-10-16;3986.05;12811.91
2023-03-23-10-17;3984.53;12805.50
2023-03-23-10-18;3984.24;12809.08
2023-03-23-10-19;3984.58;12808.71
2023-03-23-10-20;3982.69;12804.20
2023-03-23-10-21;3981.14;12798.92
2023-03-23-10-22;3978.61;12790.53
2023-03-23-10-23;3980.03;12797.97
2023-03-23-10-24;3980.40;12800.66
2023-03-23-10-25;3981.70;12804.38
2023-03-23-10-26;3983.72;12811.66
2023-03-23-10-27;3984.07;12816.25
2023-03-23-10-28;3985.45;12820.83
2023-03-23-10-29;3984.52;12817.77
2023-03-23-10-30;3982.17;12806.08
2023-03-23-10-31;3983.21;12809.61
2023-03-23-10-32;3981.51;12802.19
2023-03-23-10-33;3980.41;12803.08
2023-03-23-10-34;3979.92;12802.17
2023-03-23-10-35;3979.84;12802.36
2023-03-23-10-36;3981.18;12807.61
2023-03-23-10-37;3980.71;12805.16
2023-03-23-10-38;3979.68;12803.52
2023-03-23-10-39;3983.22;12813.73
2023-03-23-10-40;3984.00;12817.55
2023-03-23-10-41;3985.64;12825.73
2023-03-23-10-42;3985.46;12832.82
2023-03-23-10-43;3985.49;12826.97
2023-03-23-10-44;3986.57;12831.32
2023-03-23-10-45;3986.46;12829.59
2023-03-23-10-46;3989.16;12844.24
2023-03-23-10-47;3991.87;12852.38
2023-03-23-10-48;3992.74;12857.55
2023-03-23-10-49;3992.94;12860.97
2023-03-23-10-50;3995.80;12870.47
2023-03-23-10-51;3995.50;12865.37
2023-03-23-10-52;3996.33;12865.03
2023-03-23-10-53;3997.60;12867.03
2023-03-23-10-54;3999.80;12873.65
2023-03-23-10-55;3999.19;12872.95
2023-03-23-10-56;3999.24;12872.12
2023-03-23-10-57;3997.29;12864.42
2023-03-23-10-58;3997.48;12860.96
2023-03-23-10-59;3996.90;12857.91
2023-03-23-11-00;3999.56;12868.84
2023-03-23-11-01;4003.25;12879.36
2023-03-23-11-02;4003.13;12878.26
2023-03-23-11-03;4002.24;12873.89
2023-03-23-11-04;4002.30;12874.72
2023-03-23-11-05;4002.29;12878.00
2023-03-23-11-06;4002.81;12878.83
2023-03-23-11-07;4004.44;12885.84
2023-03-23-11-08;4005.20;12891.10
2023-03-23-11-09;4004.59;12888.06
2023-03-23-11-10;4004.09;12884.70
2023-03-23-11-11;4003.89;12883.91
2023-03-23-11-12;4005.29;12889.36
2023-03-23-11-13;4005.41;12891.51
2023-03-23-11-14;4004.51;12885.90
2023-03-23-11-15;4003.51;12883.61
2023-03-23-11-16;4003.54;12880.79
2023-03-23-11-17;4001.43;12867.96
2023-03-23-11-18;4001.60;12870.09
2023-03-23-11-19;4000.85;12867.72
2023-03-23-11-20;3998.28;12861.80
2023-03-23-11-21;3998.23;12863.32
2023-03-23-11-22;3999.98;12869.01
2023-03-23-11-23;3999.54;12867.86
2023-03-23-11-24;4000.26;12871.92
2023-03-23-11-25;4001.46;12876.81
2023-03-23-11-26;3999.39;12866.74
2023-03-23-11-27;3996.61;12856.69
2023-03-23-11-28;3996.37;12855.02
2023-03-23-11-29;3995.71;12850.98
2023-03-23-11-30;3994.91;12849.44
2023-03-23-11-31;3997.96;12857.98
2023-03-23-11-32;3998.21;12860.27
2023-03-23-11-33;3999.44;12865.14
2023-03-23-11-34;3997.28;12861.75
2023-03-23-11-35;3997.07;12861.75
2023-03-23-11-36;3997.55;12862.15
2023-03-23-11-37;3999.59;12868.23
2023-03-23-11-38;4000.34;12870.44
2023-03-23-11-39;4000.74;12871.05
2023-03-23-11-40;3998.64;12864.22
2023-03-23-11-41;4000.19;12870.50
2023-03-23-11-42;3999.66;12867.38
2023-03-23-11-43;3997.75;12860.11
2023-03-23-11-44;3994.42;12849.12
2023-03-23-11-45;3994.16;12847.34
2023-03-23-11-46;3993.28;12841.38
2023-03-23-11-47;3993.05;12842.84
2023-03-23-11-48;3996.41;12855.34
2023-03-23-11-49;3997.31;12862.32
2023-03-23-11-50;3997.34;12864.51
2023-03-23-11-51;4000.00;12872.25
2023-03-23-11-52;3998.03;12865.45
2023-03-23-11-53;4000.34;12874.17
2023-03-23-11-54;3999.79;12873.69
2023-03-23-11-55;3999.15;12873.92
2023-03-23-11-56;3999.46;12875.00
2023-03-23-11-57;3999.67;12875.26
2023-03-23-11-58;3997.52;12865.61
2023-03-23-11-59;3994.87;12855.58
2023-03-23-12-00;3995.36;12857.88
2023-03-23-12-01;3994.44;12854.72
2023-03-23-12-02;3994.61;12857.19
2023-03-23-12-03;3995.07;12856.98
2023-03-23-12-04;3994.21;12853.01
2023-03-23-12-05;3995.22;12857.89
2023-03-23-12-06;3994.86;12856.57
2023-03-23-12-07;3994.69;12857.51
2023-03-23-12-08;3997.47;12867.41
2023-03-23-12-09;3997.14;12867.32
2023-03-23-12-10;3997.32;12867.41
2023-03-23-12-11;3994.28;12855.42
2023-03-23-12-12;3992.68;12849.24
2023-03-23-12-13;3992.80;12849.90
2023-03-23-12-14;3990.34;12843.63
2023-03-23-12-15;3990.73;12844.52
2023-03-23-12-16;3989.36;12836.55
2023-03-23-12-17;3990.47;12838.66
2023-03-23-12-18;3990.27;12838.48
2023-03-23-12-19;3988.00;12832.88
2023-03-23-12-20;3990.10;12842.89
2023-03-23-12-21;3988.01;12833.85
2023-03-23-12-22;3987.00;12831.83
2023-03-23-12-23;3989.24;12841.11
2023-03-23-12-24;3989.84;12843.94
2023-03-23-12-25;3990.42;12847.36
2023-03-23-12-26;3991.54;12856.24
2023-03-23-12-27;3993.46;12856.87
2023-03-23-12-28;3992.81;12857.44
2023-03-23-12-29;3993.24;12860.84
2023-03-23-12-30;3991.56;12857.57
2023-03-23-12-31;3992.48;12860.90
2023-03-23-12-32;3993.84;12861.68
2023-03-23-12-33;3993.24;12860.35
2023-03-23-12-34;3993.28;12862.30
2023-03-23-12-35;3992.19;12859.35
2023-03-23-12-36;3990.94;12854.02
2023-03-23-12-37;3989.72;12848.29
2023-03-23-12-38;3989.48;12849.19
2023-03-23-12-39;3988.22;12844.42
2023-03-23-12-40;3987.94;12842.19
2023-03-23-12-41;3986.55;12836.19
2023-03-23-12-42;3983.89;12829.99
2023-03-23-12-43;3985.33;12835.09
2023-03-23-12-44;3986.03;12837.77
2023-03-23-12-45;3987.69;12843.37
2023-03-23-12-46;3986.44;12839.74
2023-03-23-12-47;3984.56;12833.01
2023-03-23-12-48;3983.89;12828.05
2023-03-23-12-49;3983.51;12827.22
2023-03-23-12-50;3985.78;12837.17
2023-03-23-12-51;3984.21;12831.75
2023-03-23-12-52;3983.74;12832.50
2023-03-23-12-53;3983.04;12828.82
2023-03-23-12-54;3985.31;12837.31
2023-03-23-12-55;3983.64;12831.65
2023-03-23-12-56;3982.91;12830.67
2023-03-23-12-57;3981.67;12826.20
2023-03-23-12-58;3981.05;12824.32
2023-03-23-12-59;3982.74;12830.54
2023-03-23-13-00;3982.17;12828.13
2023-03-23-13-01;3980.53;12823.05
2023-03-23-13-02;3980.45;12826.09
2023-03-23-13-03;3980.52;12827.27
2023-03-23-13-04;3979.65;12826.33
2023-03-23-13-05;3982.50;12835.74
2023-03-23-13-06;3984.92;12844.88
2023-03-23-13-07;3985.05;12842.90
2023-03-23-13-08;3983.42;12838.89
2023-03-23-13-09;3981.78;12832.13
2023-03-23-13-10;3978.95;12820.54
2023-03-23-13-11;3976.79;12810.76
2023-03-23-13-12;3974.15;12799.74
2023-03-23-13-13;3972.78;12793.95
2023-03-23-13-14;3973.96;12796.43
2023-03-23-13-15;3974.88;12801.62
2023-03-23-13-16;3973.09;12793.13
2023-03-23-13-17;3971.50;12788.83
2023-03-23-13-18;3973.08;12798.43
2023-03-23-13-19;3972.17;12796.13
2023-03-23-13-20;3972.75;12798.32
2023-03-23-13-21;3974.55;12805.58
2023-03-23-13-22;3974.52;12806.11
2023-03-23-13-23;3977.30;12817.61
2023-03-23-13-24;3977.22;12817.79
2023-03-23-13-25;3973.34;12806.06
2023-03-23-13-26;3967.11;12787.37
2023-03-23-13-27;3965.60;12783.32
2023-03-23-13-28;3964.23;12777.69
2023-03-23-13-29;3969.46;12795.75
2023-03-23-13-30;3967.31;12788.81
2023-03-23-13-31;3970.23;12800.36
2023-03-23-13-32;3970.97;12801.34
2023-03-23-13-33;3969.90;12798.60
2023-03-23-13-34;3970.22;12798.88
2023-03-23-13-35;3968.34;12791.22
2023-03-23-13-36;3969.07;12795.94
2023-03-23-13-37;3969.14;12794.40
2023-03-23-13-38;3971.22;12802.56
2023-03-23-13-39;3969.72;12797.48
2023-03-23-13-40;3971.25;12803.07
2023-03-23-13-41;3971.42;12803.56
2023-03-23-13-42;3974.75;12814.41
2023-03-23-13-43;3974.03;12811.64
2023-03-23-13-44;3974.58;12812.77
2023-03-23-13-45;3975.30;12815.23
2023-03-23-13-46;3975.37;12815.09
2023-03-23-13-47;3970.70;12798.34
2023-03-23-13-48;3968.75;12792.71
2023-03-23-13-49;3968.05;12789.42
2023-03-23-13-50;3969.24;12794.88
2023-03-23-13-51;3966.62;12784.63
2023-03-23-13-52;3966.22;12783.76
2023-03-23-13-53;3964.83;12777.68
2023-03-23-13-54;3968.21;12787.00
2023-03-23-13-55;3965.89;12778.55
2023-03-23-13-56;3965.76;12779.64
2023-03-23-13-57;3966.27;12781.62
2023-03-23-13-58;3965.00;12775.23
2023-03-23-13-59;3962.04;12760.96
2023-03-23-14-00;3963.51;12766.60
2023-03-23-14-01;3965.65;12771.53
2023-03-23-14-02;3966.92;12778.73
2023-03-23-14-03;3963.53;12768.01
2023-03-23-14-04;3962.96;12762.47
2023-03-23-14-05;3962.51;12760.77
2023-03-23-14-06;3961.61;12755.20
2023-03-23-14-07;3961.92;12755.86
2023-03-23-14-08;3963.21;12760.60
2023-03-23-14-09;3960.97;12752.30
2023-03-23-14-10;3960.33;12749.00
2023-03-23-14-11;3961.09;12753.57
2023-03-23-14-12;3960.01;12752.48
2023-03-23-14-13;3962.12;12760.00
2023-03-23-14-14;3964.10;12764.40
2023-03-23-14-15;3964.16;12764.01
2023-03-23-14-16;3963.15;12760.22
2023-03-23-14-17;3964.17;12763.05
2023-03-23-14-18;3960.93;12749.64
2023-03-23-14-19;3962.91;12759.96
2023-03-23-14-20;3961.72;12755.74
2023-03-23-14-21;3959.87;12748.45
2023-03-23-14-22;3956.72;12738.73
2023-03-23-14-23;3957.57;12741.18
2023-03-23-14-24;3955.92;12734.90
2023-03-23-14-25;3954.30;12732.18
2023-03-23-14-26;3948.29;12708.85
2023-03-23-14-27;3950.65;12715.60
2023-03-23-14-28;3948.04;12703.41
2023-03-23-14-29;3946.97;12701.35
2023-03-23-14-30;3943.20;12688.28
2023-03-23-14-31;3947.49;12701.56
2023-03-23-14-32;3945.83;12696.80
2023-03-23-14-33;3943.58;12692.16
2023-03-23-14-34;3942.65;12687.24
2023-03-23-14-35;3942.44;12684.24
2023-03-23-14-36;3947.25;12701.91
2023-03-23-14-37;3944.52;12689.49
2023-03-23-14-38;3944.38;12686.54
2023-03-23-14-39;3939.90;12670.99
2023-03-23-14-40;3938.18;12659.58
2023-03-23-14-41;3934.97;12646.25
2023-03-23-14-42;3932.20;12638.30
2023-03-23-14-43;3930.61;12632.01
2023-03-23-14-44;3927.97;12621.45
2023-03-23-14-45;3928.16;12627.21
2023-03-23-14-46;3933.36;12644.30
2023-03-23-14-47;3930.93;12637.70
2023-03-23-14-48;3925.49;12618.96
2023-03-23-14-49;3927.62;12631.18
2023-03-23-14-50;3930.44;12636.26
2023-03-23-14-51;3927.49;12628.06
2023-03-23-14-52;3931.33;12644.52
2023-03-23-14-53;3927.49;12631.71
2023-03-23-14-54;3928.48;12635.24
2023-03-23-14-55;3924.48;12621.16
2023-03-23-14-56;3923.16;12618.95
2023-03-23-14-57;3925.82;12631.81
2023-03-23-14-58;3927.26;12638.10
2023-03-23-14-59;3932.91;12660.17
2023-03-23-15-00;3937.14;12696.99
2023-03-23-15-01;3957.16;12735.09
2023-03-23-15-02;3953.05;12719.73
2023-03-23-15-03;3944.87;12698.31
2023-03-23-15-04;3949.27;12710.18
2023-03-23-15-05;3945.91;12697.99
2023-03-23-15-06;3941.98;12687.11
2023-03-23-15-07;3941.25;12683.05
2023-03-23-15-08;3937.52;12671.06
2023-03-23-15-09;3939.54;12676.60
2023-03-23-15-10;3946.72;12699.76
2023-03-23-15-11;3946.92;12703.02
2023-03-23-15-12;3943.32;12694.62
2023-03-23-15-13;3942.14;12680.65
2023-03-23-15-14;3937.77;12676.33
2023-03-23-15-15;3941.26;12685.28
2023-03-23-15-16;3938.97;12678.64
2023-03-23-15-17;3937.37;12674.52
2023-03-23-15-18;3937.85;12676.57
2023-03-23-15-19;3933.45;12658.77
2023-03-23-15-20;3928.60;12643.09
2023-03-23-15-21;3924.03;12630.19
2023-03-23-15-22;3919.85;12614.34
2023-03-23-15-23;3928.01;12643.46
2023-03-23-15-24;3934.23;12663.79
2023-03-23-15-25;3934.79;12674.43
2023-03-23-15-26;3935.07;12676.26
2023-03-23-15-27;3934.42;12674.63
2023-03-23-15-28;3935.99;12680.13
2023-03-23-15-29;3934.91;12677.58
2023-03-23-15-30;3932.78;12667.50
2023-03-23-15-31;3930.59;12659.91
2023-03-23-15-32;3929.84;12656.35
2023-03-23-15-33;3933.20;12668.45
2023-03-23-15-34;3932.47;12665.43
2023-03-23-15-35;3935.14;12680.52
2023-03-23-15-36;3939.13;12686.37
2023-03-23-15-37;3942.21;12701.27
2023-03-23-15-38;3942.47;12697.58
2023-03-23-15-39;3940.07;12690.77
2023-03-23-15-40;3940.18;12689.56
2023-03-23-15-41;3939.20;12685.16
2023-03-23-15-42;3940.89;12691.15
2023-03-23-15-43;3943.74;12705.86
2023-03-23-15-44;3944.43;12708.63
2023-03-23-15-45;3943.76;12703.73
2023-03-23-15-46;3948.35;12719.68
2023-03-23-15-47;3952.76;12737.31
2023-03-23-15-48;3955.15;12745.33
2023-03-23-15-49;3949.99;12727.95
2023-03-23-15-50;3949.38;12749.19
2023-03-23-15-51;3962.05;12772.17
2023-03-23-15-52;3955.36;12750.87
2023-03-23-15-53;3954.07;12744.70
2023-03-23-15-54;3956.78;12752.49
2023-03-23-15-55;3956.15;12753.55
2023-03-23-15-56;3952.23;12739.45
2023-03-23-15-57;3954.73;12748.31
2023-03-23-15-58;3955.42;12748.75
2023-03-23-15-59;3952.74;12743.72
2023-03-23-16-00;3947.84;12729.23
2023-03-23-16-01;3948.30;12729.23
2023-03-23-16-02;3948.30;12729.23
2023-03-23-16-03;3948.30;12729.23
2023-03-23-16-04;3948.70;12729.23
2023-03-23-16-05;3948.72;12729.23
2023-03-23-16-06;3948.72;12729.23
2023-03-23-16-07;3948.72;12729.23
2023-03-23-16-08;3948.72;12729.23
2023-03-23-16-09;3948.72;12729.23
2023-03-23-16-10;3948.72;12729.23
2023-03-23-16-11;3948.72;12729.23
2023-03-23-16-12;3948.72;12729.23
2023-03-23-16-13;3948.72;12729.23
2023-03-23-16-14;3948.72;12729.23
2023-03-23-16-15;3948.72;12729.23
2023-03-23-16-16;3948.72;12729.23
2023-03-23-16-17;3948.72;12729.23
2023-03-23-16-18;3948.72;12729.23
2023-03-23-16-19;3948.72;12729.23
2023-03-23-16-20;3948.72;12729.23
2023-03-23-16-21;3948.72;12729.23
2023-03-23-16-22;3948.72;12729.23
2023-03-23-16-23;3948.72;12729.23
2023-03-23-16-24;3948.72;12729.23
2023-03-23-16-25;3948.72;12729.23
2023-03-23-16-26;3948.72;12729.23
2023-03-23-16-27;3948.72;12729.23
2023-03-23-16-28;3948.72;12729.23
2023-03-23-16-29;3948.72;12729.23
2023-03-23-16-30;3948.72;12729.23
2023-03-23-16-31;3948.72;12729.23
2023-03-23-16-32;3948.72;12729.23
2023-03-23-16-33;3948.72;12729.23
2023-03-23-16-34;3948.72;12729.23
2023-03-23-16-35;3948.72;12729.23
2023-03-23-16-36;3948.72;12729.23
2023-03-23-16-37;3948.72;12729.23
2023-03-23-16-38;3948.72;12729.23
2023-03-23-16-39;3948.72;12729.23
2023-03-23-16-40;3948.72;12729.23
2023-03-23-16-41;3948.72;12729.23
2023-03-23-16-42;3948.72;12729.23
2023-03-23-16-43;3948.72;12729.23
2023-03-23-16-44;3948.72;12729.23
2023-03-23-16-45;3948.72;12729.23
2023-03-23-16-46;3948.72;12729.23
2023-03-23-16-47;3948.72;12729.23
2023-03-23-16-48;3948.72;12729.23
2023-03-23-16-49;3948.72;12729.23
2023-03-23-16-50;3948.72;12729.23
2023-03-23-16-51;3948.72;12729.23
2023-03-23-16-52;3948.72;12729.23
2023-03-23-16-53;3948.72;12729.23
2023-03-23-16-54;3948.72;12729.23
2023-03-23-16-55;3948.72;12729.23
2023-03-23-16-56;3948.72;12729.23
2023-03-23-16-57;3948.72;12729.23
2023-03-23-16-58;3948.72;12729.23
2023-03-23-16-59;3948.72;12729.23
2023-03-24-09-00;3948.72;12729.23
2023-03-24-09-01;3948.72;12729.23
2023-03-24-09-02;3948.72;12729.23
2023-03-24-09-03;3948.72;12729.23
2023-03-24-09-04;3948.72;12729.23
2023-03-24-09-05;3948.72;12729.23
2023-03-24-09-06;3948.72;12729.23
2023-03-24-09-07;3948.72;12729.23
2023-03-24-09-08;3948.72;12729.23
2023-03-24-09-09;3948.72;12729.23
2023-03-24-09-10;3948.72;12729.23
2023-03-24-09-11;3948.72;12729.23
2023-03-24-09-12;3948.72;12729.23
2023-03-24-09-13;3948.72;12729.23
2023-03-24-09-14;3948.72;12729.23
2023-03-24-09-15;3948.72;12729.23
2023-03-24-09-16;3948.72;12729.23
2023-03-24-09-17;3948.72;12729.23
2023-03-24-09-18;3948.72;12729.23
2023-03-24-09-19;3948.72;12729.23
2023-03-24-09-20;3948.72;12729.23
2023-03-24-09-21;3948.72;12729.23
2023-03-24-09-22;3948.72;12729.23
2023-03-24-09-23;3948.72;12729.23
2023-03-24-09-24;3948.72;12729.23
2023-03-24-09-25;3948.72;12729.23
2023-03-24-09-26;3948.72;12729.23
2023-03-24-09-27;3948.72;12729.23
2023-03-24-09-28;3948.72;12729.23
2023-03-24-09-29;3948.72;12729.23
2023-03-24-09-30;3939.21;12729.23
2023-03-24-09-31;3931.45;12701.64
2023-03-24-09-32;3928.61;12698.75
2023-03-24-09-33;3926.20;12678.22
2023-03-24-09-34;3924.31;12675.96
2023-03-24-09-35;3925.91;12681.72
2023-03-24-09-36;3928.18;12675.05
2023-03-24-09-37;3927.05;12664.19
2023-03-24-09-38;3925.42;12655.75
2023-03-24-09-39;3926.75;12668.20
2023-03-24-09-40;3925.02;12659.54
2023-03-24-09-41;3926.32;12667.15
2023-03-24-09-42;3918.88;12636.66
2023-03-24-09-43;3916.71;12630.58
2023-03-24-09-44;3919.69;12646.69
2023-03-24-09-45;3920.22;12639.16
2023-03-24-09-46;3917.72;12650.22
2023-03-24-09-47;3913.09;12631.07
2023-03-24-09-48;3911.30;12625.52
2023-03-24-09-49;3911.09;12625.42
2023-03-24-09-50;3913.79;12632.55
2023-03-24-09-51;3918.45;12654.20
2023-03-24-09-52;3917.43;12654.05
2023-03-24-09-53;3920.38;12668.07
2023-03-24-09-54;3925.97;12680.65
2023-03-24-09-55;3926.13;12682.94
2023-03-24-09-56;3929.06;12693.29
2023-03-24-09-57;3929.14;12698.01
2023-03-24-09-58;3928.79;12692.42
2023-03-24-09-59;3930.02;12697.42
2023-03-24-10-00;3931.40;12696.58
2023-03-24-10-01;3932.63;12696.74
2023-03-24-10-02;3932.92;12690.83
2023-03-24-10-03;3932.02;12686.17
2023-03-24-10-04;3930.55;12684.68
2023-03-24-10-05;3930.34;12685.63
2023-03-24-10-06;3933.37;12696.48
2023-03-24-10-07;3930.88;12685.63
2023-03-24-10-08;3930.72;12679.99
2023-03-24-10-09;3927.88;12667.62
2023-03-24-10-10;3928.40;12668.19
2023-03-24-10-11;3928.13;12667.50
2023-03-24-10-12;3928.24;12674.80
2023-03-24-10-13;3930.56;12690.75
2023-03-24-10-14;3936.05;12703.38
2023-03-24-10-15;3932.99;12690.18
2023-03-24-10-16;3927.51;12675.27
2023-03-24-10-17;3926.85;12667.79
2023-03-24-10-18;3926.55;12667.84
2023-03-24-10-19;3929.06;12678.92
2023-03-24-10-20;3924.65;12665.67
2023-03-24-10-21;3922.66;12655.22
2023-03-24-10-22;3919.23;12645.65
